grade,num,subject,question
a,25,국어,"다음은 무엇인지 말해 보세요.
오늘 겪은 일을 그림일기에 썼습니다.
그림일기에는 날짜와 그림, 글을 씁니다.
오늘 가장 기억에 남는 일을 그림일기에 그림과
글로 나타냈습니다.
그림일기는 오늘 겪은 일 가운데 가장 기억에 남는 일을
그림과 글로 나타낸 일기예요.
어휘 연습
 다음을 따라 쓰세요.
그림일기
다음에서 그림일기를 찾아 표 하세요.
그림일기를 쓸 때는 무엇이 들어가야 하는지 말해 보세요."
a,26,국어,"아래의 문장을 크게 읽어 보세요.
흥부놀부 이야기는 재미있습니다.
슬픈 이야기를 들으면 눈물이 납니다.
이야기는 상상한 것을 사실처럼 꾸며서 말하는 것입니다.
이야기는 어떤 사실이나 있지 않은 일을 사실처럼 꾸며 재미있게 하는 말이나 글이에요.
다음을 따라 쓰세요.
이야기
다음 안에 들어갈 말은 무엇인지 쓰세요.
재미있는 무서운
내가 가장 좋아하는 이야기를 간단하게 이야기해 보세요."
a,27,국어,"다음 그림을 보고, 생각이나 느낌을 말해 보세요.
한글 공부가 재미있다는 생각이나 느낌이 들어요.
다음을 따라 쓰세요.
생각 느낌
다음 중 생각이나 느낌을 말한 사람은 누구인가요? 
나는 서울에 살아요.
영화의 마지막 부분이 너무 슬펐어요.
우리 아빠는 회사에 다녀요.
나는 매일 줄넘기를 해요.
가을에 대한 생각이나 느낌을 말하여 보세요."
a,28,국어,"다음 그림을 보고, 공통점을 찾아보세요.
흥부와 놀부 이야기에 등장하는 인물은 흥부, 놀부, 제비, 도깨비입니다.
인물은 이야기에 등장하는 사람 또는 동물입니다.
이야기에서 인물들은 각자의 역할이 있습니다.
이야기에 등장하는 사람 또는 동물을 인물이라고 해요.
다음을 따라 쓰세요.
인물
다음 그림을 보고 인물을 찾아 표 하세요.
내가 가장 좋아하는 이야기에 나오는 인물들을 써 보세요."
a,29,국어,"다음 그림을 보고, 어떤 상황인지 이야기해 보세요.
흥부가 다친 제비를 고쳐주는 장면입니다.
장면은 이야기에서 어떠한 일의 벌어지는 모습을 말합니다.
여러 장면이 모여서 이야기가 됩니다.
어떤 곳에서 어떤 일이 벌어지는 모습을 장면이라고 해요.
다음을 따라 쓰세요.
장면
다음 안에 들어갈 말은 무엇인지 쓰세요.
만화에서 웃긴 이 나오면 깔깔하고 웃습니다.
선생님과 공부하는 은 교실에서 선생님과 함께 공부하는
모습입니다.
오늘 일어난 일 중에서 가장 기억에 남는 장면을 말해 보세요."
a,30,국어,"다음을 읽어 보세요.
글자
한글은 한국의 글자입니다.
말을 글로 적기 위해서는 글자가 필요합니다.
글자는 자음자와 모음자가 합쳐져서 만들어집니다.
글자는 말을 적는 기호예요.
다음을 따라 쓰세요.
다음 안에 들어갈 말은 무엇인지 쓰세요.
바른 글씨는 바르고 정확하게 쓴 입니다.
한글은 한국의 입니다.
어휘 정리 ‘알파벳은 영어의 입니다. 에서 안에 들어갈 말은 무엇일까요?"
a,31,국어,"다음 그림은 무엇을 하고 있는 것인지 이야기해 보세요.
학교에서 선생님을 만나면 “안녕하세요.”하고 인사말을 합니다.
친구들에게 하는 인사말은 “안녕?”이 있습니다.
인사말은 사람에 따라 다르게 해야 합니다.
인사말은 상대방에게 인사를 하는 말이에요.
다음을 따라 쓰세요.
인사말
다음 그림에 알맞은 인사말을 찾아 표 하세요.
안녕? 안녕하세요? 잘 가.
일을 마친 아버지가 집으로 돌아왔을 때, 우리는 어떤 인사말을 해야 할까요?"
a,32,국어,"다음 문장을 소리 내어 읽어 보세요.
달리기 경기가 시작되었습니다 .아이들이 응원을 합니다.
글을 읽을 때에는 띄어 읽기를 하여야 내용을 잘 알 수 있습니다.
를 쐐기표라고 합니다.
를 겹쐐기표라고 합니다.
쐐기표와 겹쐐기표가 있는 곳에서는 띄어 읽기를 합니다.
띄어 읽기는 쐐기표와 겹쐐기표가 있는 곳에서 쉬어 읽는 것이에요.
쐐기표는 조금 쉬어 읽고 겹쐐기표는 쐐기표보다 길게 쉬어 읽어요.
다음을 따라 쓰세요.
띄어 읽기
다음 문장을 보고 띄어 읽기 할 곳에 쐐기표와 겹쐐기표를 표시하여 보세요.
나는 노래를 합니다. 선생님께서 피아노를 칩니다.
쐐기표와 겹쐐기표를 보면서 ‘가을이 왔습니다. 하늘이 파랗습니다.’를 띄어
읽기 해 보세요"
a,33,국어,"다음은 무엇을 하고 있는 것인지 이야기해 보세요.
오늘 학교에서 있었던 일을 일기에 썼습니다.
일기에는 제목을 붙입니다.
일기는 그날 있었던 일 중에서 기억에 남는 일과 그에 대한 생각이나 느낌을 쓴 글이에요.
다음을 따라 쓰세요.
일기
다음에서 설명하는 것은 무엇인지 알맞은 것에 표 하세요.
그날 있었던 일 중에서 기억에 남는 일과 그에 대한 생각이나 느낌을 쓴 글이에요.
공책 일기 편지
위의 일기는 무엇에 대한 일을 쓴 것인가요? 
엄마한테 혼난 일 달리기에서 1등을 한 일
시험에서 100점을 받은 일
어제 일기에 쓴 내용을 간단하게 말해 보세요."
a,34,국어,"다음 그림을 보고 문장을 비교하며 읽어 보세요.
강아지가 꼬리를 흔듭니다.
귀여운 강아지가 꼬리를 흔듭니다.
귀여운 강아지가 꼬리를 살랑살랑 흔듭니다.
귀여운은 강아지의 모습을 꾸며 주는 말입니다.
살랑살랑은 강아지가 꼬리를 흔드는 모습을 꾸며 주는 말입니다.
처럼 뒤에 오는 말을 자세하게 설명해 주는 말을
꾸며 주는 말이라고 해요. 다음을 따라 쓰세요.
꾸며주는 말
다음을 읽고 꾸며 주는 말에 밑줄 그어 보세요.
꽃이 활짝 피었습니다.
다음 빈칸에 들어갈 꾸며 주는 말을 찾아 연결해 보세요.
머리에 모자를 썼습니다.  즐겁게
아이들이 놀고 있습니다. 예쁜
3번 문제의 빈칸에 들어갈 꾸며 주는 말을 하나씩 더 말해 보세요."
a,35,국어,"다음을 마음속으로 읽어 보세요.
나비야
이리 날아 오너라.
시를 노래하듯이 소리 내어 읽습니다.
책을 소리 내어 읽어 봅시다.
나는 알맞은 목소리로 소리 내어 읽기를 잘 합니다.
소리 내어 읽기란 읽는 소리가 다른 사람에게 들리게 읽는 것이에요."
a,36,국어,"다음을 따라 쓰세요.
소리 내어 읽 기
다음에서 설명하는 것이 무엇인지 알맞은 것에 표 하세요.
읽는 소리가 다른 사람에게 들리게 읽는 것이에요.
마음속으로 읽기 소리 내어 읽기
위에 있는 시를 소리 내어 읽어보세요."
a,37,국어,"빨간색 낱말과 파란색 낱말을 읽고 어떤 기분이 드는지 말해 보세요.
미워 나빠 싫어
고마워 사랑해 괜찮아
는 기분을 좋게 하는 말입니다.
기분을 좋게 하는 말이란 듣는 사람을 기쁘게 하는 말이에요."
a,38,국어,"다음을 따라 쓰세요.
기분을 좋게 하는 말
다음에서 기분을 좋게 하는 말을 찾아 표 하세요.
짜증나 나빠 고마워 싫어 미워
다음 상황에서 친구의 기분을 좋게 하는 말로 알맞은 것에 표 하세요.
친구가 선생님께 혼났을 때
고마워 사랑해 힘내 미안해 미워
기분을 좋게 하는 말을 두 가지만 더 말해보세요."
a,39,국어,"다음을 읽어 보세요. 어떻게 소리 나나요?
책을
옷에
꽃이은 [꼬치]이라고 읽습니다. 글자와 다르게 소리 나는 낱말입니다.
책을은 [채글]이라고 읽습니다. 글자와 다르게 소리 나는 낱말입니다.
옷’는 [오세]라고 읽습니다. 글자와 다르게 소리 나는 낱말입니다.
글자로 쓸 때와 읽을 때 나는 소리가 다른 낱말을
글자와 다르게 소리 나는 낱말이라고 해요"
a,40,국어,"다음을 따라 쓰세요.
글자와 다르게 소리나는 낱말"
a,41,국어,"다음 낱말 중 글자와 다르게 소리 나는 낱말을 찾아 표 하세요.
나무 바다 할아버지 호랑이 엄마"
a,42,국어,다음 글자를 보고 바르게 읽은 낱말을 찾아 표 하세요.
a,43,국어,글자와 다르게 소리 나는 낱말을 한 가지만 쓰세요.
a,44,국어,"다음을 낱말을 소리 내어 읽어 보세요.
나무 바다 할아버지 호랑이 엄마
발음을 정확하게 읽습니다.
또박또박 분명한 발음으로 말합니다.
내 친구는 한국어 발음이 좋습니다.
말의 소리를 내는 것을 발음이라고 해요."
a,45,국어,"다음을 따라 쓰세요.
발음"
a,46,국어,"다음 낱말에 알맞은 발음을 찾아 연결하세요.
공부
공부 고부
공뿌
놀이
놀이 노리
놀리"
a,47,국어,"할머니, 하늘, 음악, 국어를 정확하게 발음해 보세요."
a,48,국어,"그림을 보고 어떤 일이 일어나고 있는지 이야기해 보세요.
돼지는 겁에 질려 떨고 있습니다.
늑대는 돼지의 집을 무너뜨리려고 합니다.
인물의 모습과 행동이란 인물이 어떻게 생기고 어떻게 움직이는지를 가리켜요."
a,49,국어,"다음을 따라 쓰세요.
인물의 모습과 행동"
a,50,국어,"위 그림을 보고 늑대의 모습과 행동을 찾아 표 하세요.
힘이 약합니다. 센 입김을 붑니다. 착한 표정을 짓습니다."
a,51,국어,"돼지의 모습과 행동으로 알맞은 것에 표 하세요.
아기 돼지는 몸이 큽니다. 작습니다. 아기 돼지는 늑대를
무서워 즐거워 하고 있습니다."
a,52,국어,늑대와 돼지의 모습과 행동을 몸으로 표현해 보세요.
a,53,국어,"그림을 보고 친구들이 무엇을 하고 있는지 말하여 보세요.
할머니께 옛이야기를 듣고 있습니다.
호랑이가 나오는 옛이야기를 들었습니다.
옛날부터 전해 내려오는 이야기를 옛이야기라고 해요."
a,54,국어,"다음에서 설명하는 것은 무엇인지 빈칸에 알맞은 말을 쓰세요.
옛날부터 전해 내려오는 이야기에요.
옛날에 또는 옛날 옛적에와 같은 말로 시작해요."
a,55,국어,호랑이와 곶감은 유명한 옛이야기에요. 어떤 내용인지 찾아보세요.
a,56,국어,왼쪽 시와 오른쪽 시의 다른 점은 무엇인가요? 왼쪽 시는 ‘꼬부랑’이라는 말이 있어서 더 재미있습니다. 왼쪽 시에서는 꼬불한 길의 모양이 잘 나타나서 재미있게 느껴집니다. 시에는 재미있는 말이 많이 있습니다. 시에서 즐거운 기분이나 느낌이 드는 말을 재미있는 말이라고 해요.
a,57,국어,다음을 따라 쓰세요. 재미 있는 말.
a,58,국어,"시에서 재미있는 말과 관련이 없는 것은 무엇인가요? ( )
① 읽으면 즐거운 기분이나 느낌이 드는 말.
② 움직임을 흉내 내는 말.
③ 소리를 흉내 내는 말.
④ 뜻이 어려운 말."
a,59,국어,내가 아는 노래에서 재미있는 말을 찾아 1개만 말하여 보세요.
a,60,국어,"그림을 보고 어떤 기분이 드는지 말하여 보세요. 사진 속 가족들이 행복하게 보입니다.
사진에서 즐거운 분위기가 느껴집니다.
글 전체의 느낌을 잘 살피면 글의 분위기를 알 수 있습니다.
시를 읽을 때에도 글의 분위기를 살려 읽습니다.
글에서 느껴지는 기분을 글의 분위기라고 해요."
a,61,국어,"다음 글의 분위기로 알맞은 것은 무엇인가요?
오늘은 현장학습을 가는 날이에요. 아침부터 기분이
좋았어요. 친구들과 차를 타고 멀리 갈 생각을 하니
가슴이 뛰었어요. 맛있는 간식을 가득 가지고 학교로
갔어요. 즐겁다. 슬프다. 지루하다. 힘들다."
a,62,국어,"다음 중 내가 먹어본 음식은 무엇인지 말해 보세요.
나는 떡볶이를 먹은 경험이 있습니다.
나는 탕수육을 먹어 본 경험이 있습니다.
다른 나라 음식 중에는 내가 경험하지 못한 것도 많이 있습니다.
실제로 해 보거나 겪어 본 것을 경험이라고 해요."
a,63,국어,내가 먹어 본 경험이 있는 음식을 세 가지 이상 말하여 보세요.
a,64,국어,"다음은 어떤 뜻을 나타내는 모양일까요?
손의 모양으로 뜻을 나타낼 수 있습니다.
말을 하거나 들을 때에는 몸짓이 중요한 역할을 합니다.
몸짓으로 뜻을 나타낼 때에는 몸을 움직이는 모양이나 자세, 얼굴 표정이 중요합니다.
몸을 움직이는 모양을 몸짓이라고 해요."
a,65,국어,"다음 중 몸짓이 아닌 것은 무엇인가요? 
고개를 끄덕였다.
손으로 박수를 쳤다.
한쪽 눈을 찡긋 감았다.
입으로 ‘휘휘’하고 소리를 냈다."
a,66,국어,매우 즐겁다는 표현을 몸짓으로만 나타내어 보세요.
a,67,국어,"수미는 지호의 말에 대해서 어떤 반응을 하고 있나요?
요즘 날씨가 너무 추운 것 같아.
그렇지? 갑자기 날씨가 추워졌어. 나도 손이 시려서 꼭 장갑을 끼고 다닌다니까.
수미는 지호의 말에 맞장구치고 있습니다.
다른 사람의 말을 듣고 맞장구를 치면 말을 하는 사람이 기분 좋게 말할 수 있습니다.
우리 아버지는 내가 말을 하면 맞장구를 잘 쳐 주셔서 나는 기분이 좋아집니다.
남의 말에 대해 응답하고, 찬성하는 것을 맞장구라고 해요."
a,68,국어,다른 사람의 말에 맞장구칠 때에 고개는 어떻게 하면 좋을까요?
a,69,국어,"친구들이 무엇을 하고 있나요?
‘콩쥐 팥쥐’ 이야기로 역할극을 하였습니다.
나는 콩쥐 역할을 맡았습니다.
‘효녀 심청’ 이야기를 역할극으로 꾸몄습니다.
역할을 맡아 연기하는 것을 역할극이라고 해요."
a,70,국어,"‘콩쥐 팥쥐’ 이야기를 역할극으로 꾸며 발표한다면, 여러분은 어떤 역할을 하고 싶나요?"
a,71,국어,"다음 문제의 답은 무엇일까요?
감은 감인데 못 먹는 감은?
말의 소리나 뜻으로 재미를 느끼게 하는 놀이를 말놀이라고 해요.
어떤 것에 대하여 그 뜻이나 이름을 알아맞히는 말놀이를 수수께끼라고 해요.
다섯 번까지 질문을 하면서 문제의 답을 알아맞히는 놀이를 다섯 고개 놀이라고 해요."
a,72,국어,친구와 함께 다섯 고개 놀이를 해 보세요.
a,73,국어,"두 그림 중 기분 좋은 대화는 어느 것인가요?
거칠고 험한 말은 말을 듣는 사람의 마음을 상하게 합니다.
고운 말은 다른 사람의 기분을 생각하여 예의를 지켜 하는 말입니다."
a,74,국어,"알맞은 것끼리 이어 보세요.
비난하는 말, 위협하는 말, 화를 내며 하는 말, 소리치며 하는 말. 칭찬하는 말, 기분 좋게 맞장구치는 말, 위로하는 말, 진심으로 축하해 주는 말."
a,75,국어,친구가 시험을 망쳐서 속상해 하고 있습니다. 고운 말로 친구의 기분을 좋게 해 주려면 어떻게 말해야 할까요?
a,76,국어,"누가 누구에게 쓴 것일까요?
민수에게. 민수야, 엄마 잠시 밖에 다녀올게.
학교에서 오면 식탁 위에 있는 간식 챙겨 먹으렴.
엄마가 민수에게 쪽지를 남기고 외출하셨습니다.
친구랑 싸운 다음날, 친구가 미안하다는 글을 쓴 쪽지를 내 책상에 올려놓았습니다.
글을 적은 작은 종이를 쪽지라고 해요."
a,77,국어,상을 받은 친구에게 축하한다는 내용의 쪽지를 쓰려고 합니다. 어떻게 써야 할까요?
a,78,국어,"다음 글은 무엇에 대해 이야기하고 있나요?
개의 생김새는 여러 가지입니다. 송아지만큼 커서 보기만 해도 겁이 나는 개가 있고,
고양이보다 작아서 무척 귀여운 개도 있습니다. 또, 주둥이가 긴 개도 있습니다.
이 글은 개의 생김새에 대해 설명하는 글입니다.
이 글에서 중요한 내용은 개의 생김새가 여러 가지라는 점입니다.
설명하는 글에서 중요한 내용을 찾으면 글을 쉽게 이해할 수 있습니다.
사람들이 궁금해 하는 것을 읽는 사람이 이해하기 쉽도록 쓴 것을 설명하는 글이라고 해요.
설명하는 글에서 꼭 필요한 내용을 중요한 내용이라고 해요."
a,79,국어,우리 교실에서 도서실로 가는 방법에 대해 설명하려고 합니다. 어떻게 설명하면 좋을지 중요한 내용을 중심으로 말하여 보세요.
a,80,국어,"지난 일요일에 아침부터 저녁까지 지연이가 한 일은 무엇인가요?
아침에는 놀이터에서 공놀이를 했어요.
점심 때에는 수학 문제를 풀었어요.
저녁에는 식당에 가서 밥을 먹었어요.
지연이는 아침부터 저녁까지 있었던 일을 차례대로 썼습니다.
지연이는 아침에 공놀이를 하고, 점심 때 수학 문제를 풀고, 저녁 때 식당에 갔습니다.
일이 일어난 차례를 나타내는 말 중에 시간을 나타내는 말이 있습니다.
‘아침에, 점심때에, 저녁에’ 등과 같은 말을 가리켜 시간을 나타내는 말이라고 합니다.
있었던 일을 차례대로 나타낼 때에는 시간을 나타내는 말을 사용해요."
a,81,국어,‘나는 오늘 아침 7시 20분에 일어나 줄넘기 연습을 했어.’라는 말에서 시간을 나타내는 말은 무엇인지 찾아보세요.
a,82,국어,"다음 사진이 알려주는 내용은 무엇인가요?
이 표지판을 보고 사람들은 ‘공사 중’이라는 것을 알 수 있습니다.
글에도 글을 쓰는 사람이 글을 읽는 사람에게 전하고 싶은 내용이 들어 있습니다.
글을 읽을 때에는 글쓴이의 생각이 무엇인지 확인하며 읽는 것이 좋습니다.
글쓴이가 읽는 사람에게 말하고 싶어 하는 내용을 글쓴이의 생각이라고 해요."
a,83,국어,‘먹을 만큼만 음식을 덜어 먹습니다.’라는 문장에서 알 수 있는 글쓴이의 생각은 무엇일까요?
